virtualxid,,,,,,260/597864,,,,,260/597864,281459941337840,,ExclusiveLock,true,true,104:91f68:0:0:0:7,0:0#0
virtualxid,,,,,,265/598072,,,,,265/598072,281459958119152,,ExclusiveLock,true,true,109:92038:0:0:0:7,0:0#0
virtualxid,,,,,,258/1188456,,,,,258/1188456,281307571391216,,ExclusiveLock,true,true,102:122268:0:0:0:7,0:0#0
relation,16197,11906,,,,,,,,,42/305,281466365577968,3528119,AccessShareLock,true,true,3f45:2e82:0:0:0:0,1120683504:3528119#0
relation,16197,2657,,,,,,,,,42/305,281466365577968,3528119,AccessShareLock,true,true,3f45:a61:0:0:0:0,1120683504:3528119#0
relation,16197,2656,,,,,,,,,42/305,281466365577968,3528119,AccessShareLock,true,true,3f45:a60:0:0:0:0,1120683504:3528119#0
relation,16197,2704,,,,,,,,,42/305,281466365577968,3528119,AccessShareLock,true,true,3f45:a90:0:0:0:0,1120683504:3528119#0
relation,16197,2703,,,,,,,,,42/305,281466365577968,3528119,AccessShareLock,true,true,3f45:a8f:0:0:0:0,1120683504:3528119#0
relation,16197,2659,,,,,,,,,42/305,281466365577968,3528119,AccessShareLock,true,true,3f45:a63:0:0:0:0,1120683504:3528119#0
relation,16197,2658,,,,,,,,,42/305,281466365577968,3528119,AccessShareLock,true,true,3f45:a62:0:0:0:0,1120683504:3528119#0
relation,16197,2685,,,,,,,,,42/305,281466365577968,3528119,AccessShareLock,true,true,3f45:a7d:0:0:0:0,1120683504:3528119#0
relation,16197,2684,,,,,,,,,42/305,281466365577968,3528119,AccessShareLock,true,true,3f45:a7c:0:0:0:0,1120683504:3528119#0
relation,16197,9981,,,,,,,,,42/305,281466365577968,3528119,AccessShareLock,true,true,3f45:26fd:0:0:0:0,1120683504:3528119#0
relation,16197,2663,,,,,,,,,42/305,281466365577968,3528119,AccessShareLock,true,true,3f45:a67:0:0:0:0,1120683504:3528119#0
relation,16197,2662,,,,,,,,,42/305,281466365577968,3528119,AccessShareLock,true,true,3f45:a66:0:0:0:0,1120683504:3528119#0
relation,16197,2604,,,,,,,,,42/305,281466365577968,3528119,AccessShareLock,true,true,3f45:a2c:0:0:0:0,1120683504:3528119#0
relation,16197,1247,,,,,,,,,42/305,281466365577968,3528119,AccessShareLock,true,true,3f45:4df:0:0:0:0,1120683504:3528119#0
relation,16197,1249,,,,,,,,,42/305,281466365577968,3528119,AccessShareLock,true,true,3f45:4e1:0:0:0:0,1120683504:3528119#0
relation,16197,2615,,,,,,,,,42/305,281466365577968,3528119,AccessShareLock,true,true,3f45:a37:0:0:0:0,1120683504:3528119#0
relation,16197,1259,,,,,,,,,42/305,281466365577968,3528119,AccessShareLock,true,true,3f45:4eb:0:0:0:0,1120683504:3528119#0
relation,16197,29236,,,,,,,,,42/305,281466365577968,3528119,AccessShareLock,true,true,3f45:7234:0:0:0:0,1120683504:3528119#0
relation,16197,29236,,,,,,,,,42/305,281466365577968,3528119,RowExclusiveLock,true,true,3f45:7234:0:0:0:0,1120683504:3528119#0
relation,16197,29473,,,,,,,,,42/305,281466365577968,3528119,AccessShareLock,true,true,3f45:7321:0:0:0:0,1120683504:3528119#0
virtualxid,,,,,,42/305,,,,,42/305,281466365577968,3528119,ExclusiveLock,true,true,2a:131:0:0:0:7,1120683504:3528119#0
transactionid,,,,,,,414271,,,,42/305,281466365577968,3528119,ExclusiveLock,true,false,6523f:0:0:0:0:6,1120683504:3528119#0
